actual fuck cant say much singular theater experience ill never forget commend coppola simply made plus good microscopic squint miss coppola trying get across think movie first making film thought lame studio trying stifle
coppola trying best impersonation amalgamation half script forced chaotic tell single thing audience participant spoke film seriously 
god help think loved 
appropriate saturday night live small role megalopolis often indistinguishable sketch comedy parody full review 
many hard 
case know rich powerful take late stage capitalism 
fail 
go back 
time stop 
like megaflopolis 
lot going pretty entertaining lot humor unique vision 
hell 
good movie worth hype 
film great replacement 
en new rome 
masterpiece 
power change world one tho 
need watch acid 
probably musk things self adam driver character 
culture culture bias never mr coppola first edit like add think film hate coppola funded film big name studio backed received promotion hype nowadays general public rally around art sad second edit boy review 
soul well message predictably crushed death blockbuster veneer unfocused direction vastly unpalatable though message touch frank seriously think insipid several date message shining beacon hope stupid american public cute thank much saving 
silly satirical hilarious mind numbing overreaching grandiose despite think still charming 
fucking movie felt six hours long 
ambitious sure great movie suspect might 
movie magic 
forget astrology megalopolis character identify plaza plaza 
southland fan admirer adam driver working director operating wild abandon white noise man say work yet love ambitious mess generation experience cinematic comet stop thinking star rating like nothing come nothing made like side note 
sometimes painful adam driver fan gutter actually first third aesthetics driver goofy casting great many part like first third like play done stage 
opinion surface tad boring film stand either side extreme flop far harsh opinion coppola return prominence far much opinion pretty much middle curious see movie 
ghost write 
saw packed audience smoked weed saw smoked nothing much ford coppola making film even know begin prize baffling thing ever life weed ill see differently sober think boring give time figure rating 
ido la 
visually spectacular amazingly confusing yet insightful 
incoherent mess like want watch fable go see local high school perform 
fell asleep 
coppola unstoppable tour force cult 
real billionaire fucking kid tell 
much film chaotic weird times narrative always felt sense movie understood beautiful people future truly pretentious show despite acting smart trying better better self already weird entertaining bored felt way long every sequence pure 
truly idea happening given moment scene made narrative sense succeeding scene think adam driver built hudson 
en regardant ce film ce film la rome antique 
respect mess movie mentally hope review lot coherent movie cause get messy start liked loved different unique film quite literally word experimental thought acting great even 
fountainhead babylon room one heart shakespeare place insane loved 
mess though constantly distracted knowing atlanta filming lot partially see background 
absolute disaster even one see cult potential freaky get kick southland guess best thing say absolutely fun experience lot interesting never wildly movie say think 
go back 
coppola body power broker fountainhead gibbon equal measure plaza world new james earl jones clearly agent bruce willis family hoffman longer say dick tracy worst 
whole movie never answer fine need answer movie better much worse ill spend lot time trying figure sense 
creator end era vision future finally means make reality still held bay human foundation future self indulgence want final act like coppola made time adam driver recite shakespeare 
hate like either never bored win guess think understand coppola wanted achieve potential roman mess produce tangible ambitious pleasing disjointed narrative still kind entertaining acting saving grace movie chaotic mess 
fucking love adam driver hope shit like forever cast autobiographical drama age 
place say things pertain move plot forward sense parts correctly minor many noticeable times far acting go hit miss love driver continue positive note 
coppola genius made tell understand 
want explain giving movie honest throughout entire movie several times give movie like time thinking different number different reasoning behind settled lower half time seriously focus understanding art behind 
megaflopolis 
rise fall thinking roman empire 
madame web good 
wild ride 
la note low 
en plus pour milieu film 
far coppola family passion go far interested mars masterpiece make vodka sauce pasta charter helicopter new york maryland credit card wanted dinner camp friend part 
building till wow platinum 
ford coppola envisioned megalopolis back production days apocalypse first developmental steps approximately year disaster one heart left left bankrupt musical recall reading coppola idea megalopolis ago baby steps world cinema fast forward finally passion project 
genre film diffuse dune bout en bout fountain la son auteur 
three second shot hoffman thinking death bed 
film pas chef 
let destroy forever rate movie understand every single negative review film going minority loved truly admire much glad ford coppola make magnum passion project think legitimate great things well incoherence actually 
love support small film crazy saw ultimate experience 
adam driver hard given working coppola confirmed casting let swan song 
extravaganza fully partially formed aesthetic particle accelerator best art direction greatest virtue demanding always taken seriously allegory matter patchy casting fantastic music ambitious back modernity endless feedback loop comparison southland fountainhead babylon holy mountain caligula stoker dracula america 
version history plan build opposed analogy fall apart film board entry pitch determine feel movie much board pitch weirdly companion piece tick tick boom nature time use achieve great plaza get best address nomination 
ford buddy used make intentionally good like godfather apocalypse dracula turn crowning head far butt unintentionally hilariously awful movie long time like going hard write movie place none iota sense 
imagine movie reviewer critic trying even summarize mess cant even describe movie grow fine 
alright pack peaked good make film need make anymore 
con ego para coppola en solo la anterior digital metal material en en megalopolis 
mr coppola story passion project ford coppola story sober right mess film felt like telling simple story going unrelated film deeply strange charming way sexist consistency plaza bit 
liked well made great adult movie made people always coppola artist artist movie much creative process life artist architect visually amazing yes movie different things completely different world think bad 
driver impudent amalgamation robert moses john kennedy disney conflicting wrapped miserable man large dark coat along often though occasionally impressive driver chemistry throughout thing keeping seat intended meaning entirely indecipherable one random show another dialogue think much cooler film 
merit premise alone better however film place touch many different things yet still like hour chunk film wise great ultimately story ambitious messaging glad saw theater glad able see megalopolis intended fun 
see trying exaggerated version america conservation old going unknown jesus man much shit context confusing gripe feel like feel like two dimensional therefore flat second half movie speed crazy unique 
admire pursuit art self even admire art megalopolis language speak criticize confusing like american abroad complaining weird words understand cinematic language coppola speaking might suppose coppola 
mix dune great 
hell 
cant even try completely incoherent total mess throw nose guess disappointing understatement 
bizarre movie 
